restaurant_name,city,locality,cuisines,average_cost_for_two,has_table_booking,has_online_delivery,price_range,aggregate_rating,rating_text,votes
Wrap & Roll,New Delhi,Karol Bagh,"Fast Food, Chinese",400,No,Yes,1,3.4,Average,36
Anjlika Pastry Shop,New Delhi,Karol Bagh,"Bakery, Desserts, Fast Food",400,No,No,1,3.6,Good,179
Bakeology,New Delhi,Karol Bagh,"Bakery, Desserts",450,No,No,1,3.5,Good,22
Chargrill Resto Bar,New Delhi,Karol Bagh,"North Indian, European, South Indian",900,Yes,Yes,2,3.6,Good,43
Glenz Cafe N Bakers,New Delhi,Karol Bagh,"Cafe, Fast Food, Desserts",700,No,Yes,2,3.8,Good,230
Happy2Bake,New Delhi,Karol Bagh,Bakery,300,No,Yes,1,3.5,Good,26
Pakode Ki Dukaan,New Delhi,Karol Bagh,Street Food,50,No,No,1,3.6,Good,35
Peshawari Chicken Corner,New Delhi,Karol Bagh,North Indian,500,No,Yes,2,3.6,Good,76
Prem Dhaba,New Delhi,Karol Bagh,North Indian,650,No,No,2,3.7,Good,177
Ravi Raj Di Kulfi,New Delhi,Karol Bagh,Desserts,150,No,No,1,3.6,Good,99
Shawarma King's,New Delhi,Karol Bagh,Fast Food,250,No,Yes,1,3.7,Good,136
Shri Rama Restaurant,New Delhi,Karol Bagh,"North Indian, Chinese",600,No,Yes,2,3.5,Good,72
Standard Burfee,New Delhi,Karol Bagh,"Mithai, Street Food",200,No,No,1,3.8,Good,100
Suruchi,New Delhi,Karol Bagh,"Gujarati, Rajasthani, North Indian, Fast Food",700,No,Yes,2,3.8,Good,603
Tera Hotel,New Delhi,Karol Bagh,North Indian,350,No,No,1,3.5,Good,149
The Spot,New Delhi,Karol Bagh,Chinese,350,No,No,1,3.5,Good,109
Jade Garden,New Delhi,Karol Bagh,Finger Food,1000,Yes,No,3,2.4,Poor,52
Art of Spices,New Delhi,Karol Bagh,"Fast Food, North Indian, Mughlai",500,No,No,2,4.0,Very Good,841
Sindhi Corner,New Delhi,Karol Bagh,Street Food,200,No,No,1,4.0,Very Good,74
The Feast House,New Delhi,Karol Bagh,"Continental, North Indian, American, Italian, Mexican",1050,Yes,No,3,4.3,Very Good,142
M:Eat by Blanco,New Delhi,Khan Market,"Bakery, Desserts",300,No,No,1,3.3,Average,29
Omazoni,New Delhi,Khan Market,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",650,No,Yes,2,2.5,Average,120
Prabhu Chaat Bhandar,New Delhi,Khan Market,Street Food,150,No,No,1,3.2,Average,242
Azam's Mughlai,New Delhi,Khan Market,Mughlai,600,No,No,2,3.9,Good,157
Boombox Cafe,New Delhi,Khan Market,"American, Italian, North Indian, Chinese, Lebanese",2000,Yes,No,4,3.6,Good,1428
Cafe Illuminatii,New Delhi,Khan Market,"Continental, Kashmiri, Italian, North Indian, Moroccan",2500,Yes,Yes,4,3.6,Good,300
China Fare,New Delhi,Khan Market,Chinese,1000,No,No,3,3.7,Good,243
Chokola,New Delhi,Khan Market,"Cafe, Desserts, Bakery",700,No,Yes,2,3.8,Good,391
Cravings By Arshi Dhupia,New Delhi,Khan Market,"Bakery, Desserts, Fast Food",800,No,No,2,3.6,Good,29
Harry's Bar + Cafe,New Delhi,Khan Market,"Mediterranean, American, Asian",1700,Yes,No,3,3.7,Good,395
La Bodega,New Delhi,Khan Market,Mexican,1700,Yes,Yes,3,3.6,Good,505
La Vie,New Delhi,Khan Market,"Italian, European",1400,No,Yes,3,3.9,Good,454
Latitude 28,New Delhi,Khan Market,"American, Continental, Italian",2000,Yes,No,4,3.8,Good,203
Laziz Kabab (Subhash Restaurant),New Delhi,Khan Market,Mughlai,400,No,No,1,3.7,Good,79
Mr. Choy,New Delhi,Khan Market,"Seafood, Chinese, Japanese, Vietnamese, Asian, Thai",1200,No,No,3,3.9,Good,287
Public Affair,New Delhi,Khan Market,European,2100,No,No,4,3.8,Good,199
Qureshi Kabab,New Delhi,Khan Market,Mughlai,450,No,No,1,3.5,Good,17
t Lounge by Dilmah,New Delhi,Khan Market,"Cafe, Tea, Desserts",800,No,No,2,3.6,Good,34
The Blue Door Cafe,New Delhi,Khan Market,"Italian, French, European, Cafe",1700,Yes,No,3,3.7,Good,774
The Coffee Bean & Tea Leaf,New Delhi,Khan Market,Cafe,700,No,No,2,3.8,Good,256
Town Hall,New Delhi,Khan Market,"Japanese, Thai, Italian, Asian",2500,No,No,4,3.8,Good,1186
Wok  In The Clouds,New Delhi,Khan Market,"Chinese, Thai, Continental, North Indian",2000,No,Yes,4,3.8,Good,669
Civil House,New Delhi,Khan Market,"European, Continental, Pizza",1700,Yes,No,3,4.2,Very Good,113
Mamagoto,New Delhi,Khan Market,"Asian, Thai, Chinese",1600,Yes,Yes,3,4.1,Very Good,1330
Parallel,New Delhi,Khan Market,"Continental, American",2000,Yes,No,4,4.0,Very Good,79
Perch Wine & Coffee Bar,New Delhi,Khan Market,"Cafe, European",2000,No,No,4,4.2,Very Good,551
Smokey's BBQ and Grill,New Delhi,Khan Market,"American, European",2100,Yes,Yes,4,4.2,Very Good,578
SodaBottleOpenerWala,New Delhi,Khan Market,"Parsi, Iranian",1300,No,No,3,4.2,Very Good,1914
The Artful Baker,New Delhi,Khan Market,"Bakery, Fast Food",600,No,No,2,4.0,Very Good,220
The Big Chill Cakery,New Delhi,Khan Market,"Bakery, Desserts",700,No,No,2,4.4,Very Good,912
Amaze Dining,New Delhi,Kirti Nagar,"North Indian, Chinese",1100,Yes,No,3,3.1,Average,10
Amritsari Naan & Kulcha,New Delhi,Kirti Nagar,North Indian,250,No,No,1,3.1,Average,12
Bangla Sweets,New Delhi,Kirti Nagar,"Mithai, North Indian, South Indian, Chinese, Bakery",450,No,Yes,1,3.3,Average,13
Bj's Lounge & Cafe,New Delhi,Kirti Nagar,"North Indian, Chinese",700,Yes,Yes,2,3.0,Average,11
Cabana's Kabab & Curry's,New Delhi,Kirti Nagar,"North Indian, Mughlai, Chinese",450,No,No,1,3.3,Average,73
Chaap Point,New Delhi,Kirti Nagar,Fast Food,150,No,No,1,3.2,Average,11
Chicken Chilli Corner,New Delhi,Kirti Nagar,"Chinese, North Indian",500,No,No,2,3.1,Average,10
Chinese Dragon,New Delhi,Kirti Nagar,"Chinese, Fast Food",550,No,No,2,2.6,Average,49
Copper Restro Bar,New Delhi,Kirti Nagar,"North Indian, Chinese, Continental",1200,Yes,No,3,2.8,Average,15
Corner Sweets,New Delhi,Kirti Nagar,"Mithai, Street Food",200,No,No,1,3.2,Average,100
D'Casa,New Delhi,Kirti Nagar,"North Indian, Chinese, Italian, Fast Food",1100,Yes,No,3,2.7,Average,63
Delhi 15,New Delhi,Kirti Nagar,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,2.7,Average,45
Dialogue Lounge & Cafí©,New Delhi,Kirti Nagar,"Cafe, Continental",750,No,No,2,3.0,Average,4
Flavours From Heaven,New Delhi,Kirti Nagar,"North Indian, Chinese",650,No,No,2,3.3,Average,12
Flavours Of Biryani,New Delhi,Kirti Nagar,"Biryani, Mughlai",400,No,Yes,1,3.3,Average,35
Gedi Grill,New Delhi,Kirti Nagar,"North Indian, Mughlai, Chinese",700,No,No,2,3.4,Average,143
Indian Bites,New Delhi,Kirti Nagar,"North Indian, Chinese, Continental",550,No,Yes,2,2.7,Average,41
Karan's Vaishno Dhaba,New Delhi,Kirti Nagar,North Indian,300,No,Yes,1,3.2,Average,29
Le Swaadik,New Delhi,Kirti Nagar,"North Indian, Chinese",500,No,No,2,3.3,Average,13
Let's Meet Up,New Delhi,Kirti Nagar,"Fast Food, Bakery",350,No,No,1,3.2,Average,16
Madan's Kabab Centre,New Delhi,Kirti Nagar,"North Indian, Mughlai",600,No,No,2,3.2,Average,31
Midnight Fries,New Delhi,Kirti Nagar,"Chinese, Italian, Fast Food",550,No,Yes,2,2.7,Average,46
Moradabadi Biryani,New Delhi,Kirti Nagar,"Lucknowi, Biryani",300,No,No,1,3.1,Average,9
Namdhari's Icecream & Bakers,New Delhi,Kirti Nagar,"Desserts, Bakery, Fast Food",300,No,No,1,2.8,Average,23
Pahariya Chicken Corner,New Delhi,Kirti Nagar,"Raw Meats, Fast Food",400,No,No,1,3.1,Average,7
Pahariya Chicken,New Delhi,Kirti Nagar,North Indian,450,No,No,1,2.7,Average,15
Pappi Machhi Wala,New Delhi,Kirti Nagar,North Indian,450,No,No,1,3.2,Average,9
Polka Cakes & Coffee,New Delhi,Kirti Nagar,"Fast Food, Chinese, Bakery",400,No,No,1,3.3,Average,17
Punjabi Joint,New Delhi,Kirti Nagar,"Mughlai, North Indian, Chinese",600,No,No,2,2.8,Average,4
Rain Tree Grill,New Delhi,Kirti Nagar,"North Indian, Chinese, Mughlai",1200,Yes,Yes,3,3.2,Average,74
Resunga Food Corner,New Delhi,Kirti Nagar,"Chinese, Mughlai",600,No,No,2,3.0,Average,5
Shri Ram Poori Wale,New Delhi,Kirti Nagar,Street Food,50,No,No,1,2.8,Average,8
Supa's Restaurant,New Delhi,Kirti Nagar,"North Indian, Chinese",800,Yes,No,2,3.2,Average,50
Swad Fast Food,New Delhi,Kirti Nagar,"Chinese, South Indian",300,No,No,1,2.9,Average,16
Syall Kotian Da Dhaba,New Delhi,Kirti Nagar,North Indian,600,No,No,2,3.0,Average,20
The Krib,New Delhi,Kirti Nagar,"Italian, Continental",2500,Yes,No,4,3.2,Average,14
Turtle Bay,New Delhi,Kirti Nagar,"North Indian, Chinese, Fast Food",1100,Yes,No,3,3.4,Average,74
Yakooz,New Delhi,Kirti Nagar,"Hyderabadi, North Indian",550,No,No,2,3.1,Average,20
Above & Beyond,New Delhi,Kirti Nagar,"North Indian, Chinese, Mughlai, Continental",1200,Yes,Yes,3,3.5,Good,133
Bawa Chicken,New Delhi,Kirti Nagar,"North Indian, Mughlai, Chinese",650,No,No,2,3.5,Good,98
Chatore,New Delhi,Kirti Nagar,Street Food,250,No,No,1,3.6,Good,26
Chocomore,New Delhi,Kirti Nagar,Bakery,500,No,No,2,3.7,Good,68
Clay 1 Grill,New Delhi,Kirti Nagar,"North Indian, Mughlai",1000,Yes,No,3,3.6,Good,283
Firangi Island,New Delhi,Kirti Nagar,"North Indian, Chinese, Continental, Italian",1200,Yes,No,3,3.5,Good,21
Jeet Chaat Bhandar,New Delhi,Kirti Nagar,Street Food,150,No,No,1,3.5,Good,23
Mr. Grill,New Delhi,Kirti Nagar,"North Indian, Chinese",600,No,Yes,2,3.6,Good,55
Momos Hut & Chinese Food,New Delhi,Kirti Nagar,"Chinese, Fast Food",500,No,No,2,2.4,Poor,20
Aapki Apni Rasoi,New Delhi,Krishna Nagar,North Indian,200,No,No,1,2.9,Average,6
Aapki Rasoi,New Delhi,Krishna Nagar,North Indian,250,No,No,1,3.0,Average,15
Advance Bakery,New Delhi,Krishna Nagar,"Bakery, Fast Food, Street Food",200,No,No,1,2.9,Average,7
Bakeyard,New Delhi,Krishna Nagar,Bakery,300,No,No,1,3.0,Average,6
Bharat Chicken Inn Foods,New Delhi,Krishna Nagar,Mughlai,400,No,No,1,2.9,Average,9
Bobby Veg Corner,New Delhi,Krishna Nagar,Chinese,350,No,No,1,2.9,Average,5
Brunch Point,New Delhi,Krishna Nagar,North Indian,150,No,No,1,2.9,Average,4
Chandni Chowk Ka Sonu Parathe Wala,New Delhi,Krishna Nagar,Street Food,100,No,No,1,3.1,Average,12
Chankya,New Delhi,Krishna Nagar,"North Indian, Fast Food, South Indian",500,No,No,2,3.2,Average,79
Chaudhary Di Hatti,New Delhi,Krishna Nagar,"Desserts, Street Food",150,No,No,1,3.3,Average,20
Cook Du Kdu,New Delhi,Krishna Nagar,"North Indian, Chinese, Mughlai",650,No,Yes,2,3.2,Average,52
Daawat Restaurant,New Delhi,Krishna Nagar,"North Indian, Chinese, South Indian",500,No,Yes,2,3.3,Average,26
Delhi Dairy,New Delhi,Krishna Nagar,"Fast Food, North Indian, South Indian, Chinese, Bakery",350,No,No,1,3.2,Average,11
F 2 Pastry Shop,New Delhi,Krishna Nagar,"Bakery, Fast Food",150,No,No,1,3.3,Average,26
Food Villa,New Delhi,Krishna Nagar,"North Indian, Chinese",700,No,No,2,2.9,Average,10
Gulab,New Delhi,Krishna Nagar,"Mithai, North Indian",500,No,No,2,3.3,Average,12
Health Buzzz,New Delhi,Krishna Nagar,Healthy Food,350,No,Yes,1,3.1,Average,22
Jain Dhaba,New Delhi,Krishna Nagar,North Indian,400,No,No,1,3.2,Average,30
Jeeta Kulfi Walle,New Delhi,Krishna Nagar,Desserts,100,No,No,1,3.3,Average,12
Kamal Meat House,New Delhi,Krishna Nagar,North Indian,400,No,No,1,2.6,Average,15
Katyani Rasoi,New Delhi,Krishna Nagar,North Indian,300,No,No,1,3.2,Average,10
Masala Magic,New Delhi,Krishna Nagar,"North Indian, South Indian, Fast Food",400,No,No,1,3.0,Average,16
Mother Sweets,New Delhi,Krishna Nagar,Mithai,100,No,No,1,3.4,Average,15
Panj Taara,New Delhi,Krishna Nagar,North Indian,600,No,No,2,3.1,Average,8
Prince Fried N Grilled Chicken,New Delhi,Krishna Nagar,North Indian,450,No,No,1,2.7,Average,18
Raja Chat Corner,New Delhi,Krishna Nagar,Street Food,100,No,No,1,3.3,Average,20
Rajshree,New Delhi,Krishna Nagar,"North Indian, Chinese",550,No,No,2,3.3,Average,16
Sachdeva Chicken Corner,New Delhi,Krishna Nagar,North Indian,500,No,No,2,3.4,Average,39
Sialkot,New Delhi,Krishna Nagar,North Indian,250,No,No,1,3.1,Average,7
Singh-O-Singh Kebabs,New Delhi,Krishna Nagar,"North Indian, Mughlai",500,No,Yes,2,3.1,Average,54
Super Snacks,New Delhi,Krishna Nagar,"South Indian, Fast Food, Street Food",500,No,No,2,3.1,Average,44
Tandoori Night,New Delhi,Krishna Nagar,"North Indian, Mughlai",600,No,No,2,3.1,Average,15
The Chaupal Bar And Restaurant,New Delhi,Krishna Nagar,"Chinese, North Indian",800,Yes,No,2,2.9,Average,14
The Grill Point,New Delhi,Krishna Nagar,"Chinese, Mughlai, North Indian",350,No,No,1,3.0,Average,4
The Roll Hut,New Delhi,Krishna Nagar,"Chinese, Fast Food",200,No,No,1,3.1,Average,13
Triveni,New Delhi,Krishna Nagar,"North Indian, South Indian, Chinese, Fast Food",300,No,No,1,3.2,Average,31
Gokul Foods,New Delhi,Krishna Nagar,"North Indian, Chinese",550,No,No,2,3.6,Good,22
Papa Pizza,New Delhi,Krishna Nagar,"Pizza, Fast Food",450,No,No,1,3.5,Good,21
Rainbows,New Delhi,Lado Sarai,"Bakery, Fast Food",400,No,Yes,1,3.1,Average,10
The Nest,New Delhi,Lado Sarai,"Continental, Italian, North Indian",2200,Yes,No,4,3.5,Good,218
Ambersari Dhaba,New Delhi,Lajpat Nagar 1,Fast Food,250,No,No,1,3.4,Average,44
Arabian Knites,New Delhi,Lajpat Nagar 1,"Cafe, Chinese",500,No,No,2,3.0,Average,7
Aryan's Rajasthani Pyaz Ki Kachori,New Delhi,Lajpat Nagar 1,Street Food,100,No,No,1,3.1,Average,4
Aviram's Chinese Kitchen,New Delhi,Lajpat Nagar 1,"Chinese, Fast Food",250,No,Yes,1,2.7,Average,4
Bhagwan Sweets,New Delhi,Lajpat Nagar 1,"Mithai, North Indian, Chinese, Street Food",250,No,No,1,2.8,Average,8
Chawla,New Delhi,Lajpat Nagar 1,"North Indian, Chinese",400,No,Yes,1,2.7,Average,7
Flavourz,New Delhi,Lajpat Nagar 1,Fast Food,150,No,Yes,1,3.3,Average,6
Lets Bake Love,New Delhi,Lajpat Nagar 1,"Bakery, Desserts",600,No,No,2,3.0,Average,4
Mahadev Dhaba,New Delhi,Lajpat Nagar 1,North Indian,100,No,Yes,1,2.6,Average,10
Sethi's Food Corner,New Delhi,Lajpat Nagar 1,"Chinese, North Indian",550,No,No,2,3.3,Average,40
Sethi's Restaurant,New Delhi,Lajpat Nagar 1,"North Indian, Chinese, Fast Food",700,No,Yes,2,3.4,Average,49
Sindhi Kulfi,New Delhi,Lajpat Nagar 1,"Desserts, Ice Cream",100,No,No,1,3.0,Average,4
Sri Kamakshi Vilas,New Delhi,Lajpat Nagar 1,"South Indian, North Indian",400,No,No,1,2.7,Average,9
The Midnight Hub - C,New Delhi,Lajpat Nagar 1,"North Indian, Chinese, Fast Food",450,No,Yes,1,2.6,Average,102
Anand Ji,New Delhi,Lajpat Nagar 1,"North Indian, Street Food",200,No,No,1,3.8,Good,183
Relax Restaurant,New Delhi,Lajpat Nagar 1,"North Indian, Mughlai",800,Yes,Yes,2,3.5,Good,116
Gopal (Sindhi) Restaurant,New Delhi,Lajpat Nagar 2,"North Indian, Mughlai",650,No,Yes,2,3.4,Average,59
Kabul Delhi,New Delhi,Lajpat Nagar 2,Afghani,550,No,Yes,2,2.9,Average,39
Punjabi Jaika,New Delhi,Lajpat Nagar 2,"North Indian, Street Food",250,No,No,1,3.3,Average,40
Rozy Restaurant,New Delhi,Lajpat Nagar 2,"North Indian, South Indian, Chinese",500,No,No,2,2.6,Average,50
Taj Cafe,New Delhi,Lajpat Nagar 2,"North Indian, Chinese",600,No,No,2,3.1,Average,18
Tewari Sweets,New Delhi,Lajpat Nagar 2,"Mithai, North Indian, South Indian, Chinese, Street Food",500,No,No,2,3.1,Average,33
The Burger Hut & Cake Shop,New Delhi,Lajpat Nagar 2,"Burger, Fast Food, Chinese, Bakery",300,No,Yes,1,3.0,Average,41
Angel's Basket,New Delhi,Lajpat Nagar 2,Bakery,200,No,No,1,3.5,Good,70
Moon of Taj,New Delhi,Lajpat Nagar 2,Desserts,500,No,Yes,2,3.8,Good,21
Tongue Thai'd,New Delhi,Lajpat Nagar 2,"Asian, Thai",1000,No,Yes,3,3.7,Good,57
Udupi Sai Sarover,New Delhi,Lajpat Nagar 2,"North Indian, South Indian, Chinese",550,No,No,2,3.8,Good,63
Tibet Kitchen,New Delhi,Lajpat Nagar 4,"Tibetan, Chinese",500,No,No,2,3.5,Good,515
Baba Nagpal Corner,New Delhi,Lajpat Nagar 4,"North Indian, Street Food",150,No,No,1,4.1,Very Good,577
Burger Street,New Delhi,Lawrence Road,Fast Food,300,No,No,1,3.4,Average,32
Dilli Zaika,New Delhi,Lawrence Road,"Fast Food, South Indian, Chinese",300,No,No,1,3.2,Average,23
Mughal Chic Inn,New Delhi,Lawrence Road,"Mughlai, North Indian",600,No,No,2,3.3,Average,23
Nutrition Theka,New Delhi,Lawrence Road,Cafe,500,No,No,2,3.3,Average,12
Samosa Street,New Delhi,Lawrence Road,"Fast Food, Street Food",200,No,No,1,3.3,Average,7
Shanu's Chicken Planet,New Delhi,Lawrence Road,"North Indian, Mughlai, Chinese, Italian",450,No,No,1,3.2,Average,11
Shanu's Food Shop,New Delhi,Lawrence Road,"North Indian, Chinese, Fast Food",450,No,Yes,1,2.8,Average,13
Rahul Eggs,New Delhi,Lawrence Road,"Fast Food, South Indian",400,No,No,1,4.2,Very Good,762
7 Stick,New Delhi,Laxmi Nagar,"Pizza, Fast Food",250,No,No,1,2.8,Average,8
Aashirwad Restaurant,New Delhi,Laxmi Nagar,"North Indian, Chinese",400,No,Yes,1,2.6,Average,5
Baked Buns,New Delhi,Laxmi Nagar,Fast Food,500,No,Yes,2,3.1,Average,18
Banspi,New Delhi,Laxmi Nagar,Chinese,350,No,No,1,2.9,Average,13
Benchmark,New Delhi,Laxmi Nagar,"Chinese, Continental, Mexican",500,No,No,2,2.8,Average,14
Canteeno,New Delhi,Laxmi Nagar,"North Indian, Chinese",200,No,No,1,3.0,Average,7
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,New Delhi,Laxmi Nagar,North Indian,200,No,No,1,2.8,Average,9
Chandni Chowk Parantha Corner,New Delhi,Laxmi Nagar,North Indian,100,No,No,1,3.1,Average,8
Chauhan Laxmi Sweets,New Delhi,Laxmi Nagar,Mithai,150,No,No,1,3.0,Average,11
Chawla's The Cake Room,New Delhi,Laxmi Nagar,"Bakery, Fast Food, Beverages",250,No,Yes,1,3.4,Average,17
Fast Trax,New Delhi,Laxmi Nagar,Fast Food,250,No,Yes,1,3.2,Average,4
Gulshan Pastry Shop,New Delhi,Laxmi Nagar,Bakery,200,No,No,1,3.0,Average,9
Handa's,New Delhi,Laxmi Nagar,"North Indian, Chinese",500,No,Yes,2,2.6,Average,8
Homely Delight,New Delhi,Laxmi Nagar,"Mughlai, Biryani",400,No,No,1,3.1,Average,7
Kaleva,New Delhi,Laxmi Nagar,"North Indian, Mithai",400,No,No,1,3.3,Average,61
Laxmi Vaishno Dhaba,New Delhi,Laxmi Nagar,North Indian,300,No,No,1,3.0,Average,13
Little Pleasure Restaurant & Cafe,New Delhi,Laxmi Nagar,"North Indian, Chinese",600,No,No,2,2.9,Average,7
Mauryan Multi Cuisine Restaurant,New Delhi,Laxmi Nagar,"North Indian, Chinese",900,No,Yes,2,3.4,Average,31
Mehta Food Junction,New Delhi,Laxmi Nagar,"North Indian, South Indian",300,No,Yes,1,3.0,Average,8
Om Bikaner Wale,New Delhi,Laxmi Nagar,"Mithai, Street Food",200,No,No,1,2.8,Average,8
Prasadam,New Delhi,Laxmi Nagar,"South Indian, Fast Food",400,No,No,1,2.8,Average,34
Priyanshi Fast Food,New Delhi,Laxmi Nagar,South Indian,300,No,No,1,3.3,Average,29
Pyaali,New Delhi,Laxmi Nagar,"Fast Food, Tea",200,No,Yes,1,2.8,Average,7
Ruby Dhaba,New Delhi,Laxmi Nagar,North Indian,500,No,No,2,2.7,Average,25
Shree Manakamna Fast Food,New Delhi,Laxmi Nagar,Chinese,300,No,No,1,3.4,Average,31
The Chinese Kitchen,New Delhi,Laxmi Nagar,Chinese,350,No,No,1,3.1,Average,7
Vegie Kitchen,New Delhi,Laxmi Nagar,"Chinese, North Indian",250,No,No,1,3.1,Average,10
Mohit di Hatti,New Delhi,Laxmi Nagar,Street Food,200,No,No,1,3.8,Good,70
Play Pizza,New Delhi,Laxmi Nagar,"Italian, Pizza",600,No,Yes,2,3.8,Good,270
Sushiya Express,New Delhi,Laxmi Nagar,"Sushi, Asian",800,No,Yes,2,3.7,Good,40
Tantrum Coffee Bar,New Delhi,Laxmi Nagar,"Cafe, Pizza",500,No,No,2,3.5,Good,54
Bharat Chicken Inn,New Delhi,Laxmi Nagar,"Mughlai, Fast Food, North Indian",800,No,Yes,2,2.4,Poor,41
Henri's Bar - Le Meridien,New Delhi,"Le Meridien, Janpath",Finger Food,2000,No,No,4,3.3,Average,20
Le Belvedere - Le Meridien,New Delhi,"Le Meridien, Janpath",Chinese,5000,Yes,No,4,3.5,Good,114
Longitude - Le Meridien,New Delhi,"Le Meridien, Janpath",Cafe,2000,No,No,4,3.9,Good,90
Nero - Le Meridien,New Delhi,"Le Meridien, Janpath",Finger Food,3000,Yes,No,4,3.5,Good,39
The One - Le Meridien,New Delhi,"Le Meridien, Janpath",Continental,4500,Yes,No,4,3.8,Good,273
Eau De Monsoon - Le Meridien,New Delhi,"Le Meridien, Janpath","Continental, European, North Indian, French",4500,Yes,No,4,4.0,Very Good,189
Slounge - Lemon Tree Premier,New Delhi,"Lemon Tree Premier, Aerocity",North Indian,1000,Yes,No,3,3.5,Good,26
Al-Bawarchi,New Delhi,"Living Style Mall, Jasola","North Indian, Mughlai, Chinese",650,No,No,2,3.1,Average,15
Capital Curry,New Delhi,"Living Style Mall, Jasola","North Indian, Mughlai",1000,Yes,No,3,3.1,Average,54
Ekta's Kitchen,New Delhi,"Living Style Mall, Jasola","North Indian, Mughlai, Chinese",650,No,Yes,2,3.2,Average,67
Gopal's,New Delhi,"Living Style Mall, Jasola","Ice Cream, Street Food",150,No,No,1,2.9,Average,8
SM Gopal Ice Cream & Cakes,New Delhi,"Living Style Mall, Jasola","Ice Cream, Desserts",200,No,No,1,3.2,Average,15
Bangla Sweet Corner,New Delhi,Lodhi Colony,"Chinese, North Indian, Mithai, Street Food",400,No,No,1,2.6,Average,32
Chinois,New Delhi,Lodhi Colony,Asian,1500,Yes,No,3,3.0,Average,7
Dawat,New Delhi,Lodhi Colony,"North Indian, Chinese, Mughlai",450,No,No,1,2.9,Average,49
Establishment Ristorante,New Delhi,Lodhi Colony,Bakery,400,No,No,1,3.1,Average,12
Ganesha Sweets & Restaurant,New Delhi,Lodhi Colony,"North Indian, Mithai, Street Food",500,No,No,2,2.6,Average,26
Hot Chimney,New Delhi,Lodhi Colony,"North Indian, Chinese, Mughlai",850,Yes,No,2,2.5,Average,55
Icon,New Delhi,Lodhi Colony,"Chinese, North Indian",1000,Yes,No,3,3.2,Average,18
Juneja's Eating Plaza,New Delhi,Lodhi Colony,"North Indian, Mughlai, Chinese, Fast Food",700,No,Yes,2,3.4,Average,98
Lodhi Knights,New Delhi,Lodhi Colony,Fast Food,200,No,No,1,3.1,Average,8
Ram Singh's Bhoj,New Delhi,Lodhi Colony,"Mithai, Street Food",350,No,No,1,2.9,Average,6
The Altitude Cafe and Deli,New Delhi,Lodhi Colony,Cafe,600,No,No,2,3.1,Average,11
Tokyo Mon Amour,New Delhi,Lodhi Colony,"Japanese, French",2200,Yes,No,4,3.1,Average,10
Bhane,New Delhi,Lodhi Colony,Ice Cream,300,No,No,1,3.6,Good,26
Celeste,New Delhi,Lodhi Colony,"Cafe, Desserts, Bakery",500,No,No,2,3.5,Good,14
Chidambaram's New Madras Hotel,New Delhi,Lodhi Colony,"South Indian, Fast Food",400,No,Yes,1,3.8,Good,330
CJ's Fresh,New Delhi,Lodhi Colony,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",1000,No,Yes,3,3.8,Good,25
Elma's Brasserie,New Delhi,Lodhi Colony,"American, Continental, Italian, Bakery",2000,Yes,Yes,4,3.7,Good,393
Kunafa,New Delhi,Lodhi Colony,"Desserts, Middle Eastern, Turkish",300,No,Yes,1,3.9,Good,200
Lahori Gate,New Delhi,Lodhi Colony,"Mughlai, North Indian",1800,Yes,Yes,3,3.5,Good,148
M I Food Center,New Delhi,Lodhi Colony,"North Indian, Mughlai, Chinese",600,No,No,2,3.8,Good,202
Sugar Blossoms,New Delhi,Lodhi Colony,"Desserts, Bakery",300,No,No,1,3.6,Good,58
Guppy,New Delhi,Lodhi Colony,"Japanese, Sushi",2900,Yes,No,4,4.1,Very Good,665
Ping's Cafí© Orient,New Delhi,Lodhi Colony,Asian,2100,Yes,No,4,4.1,Very Good,278
